258.7583333333333 24.839166666666674 69.60339998523682 177.28791681005924 257.9568096372162   -49.449   48.168
263.7333333333333 12.56 57.06863669669313 170.9204019887449 258.8238770368861   -20.898   7.338
257.5958333333333 -15.724999999999998 29.141401648572533 182.08970165049328 259.4873511836613   27.998   -38.272
