 3   17  39    18  13  28   Sun
 3   30  8     16  44  21   Moon
 4   30  45    23  47  56   Mercury
 5   18  46    24  21  2    Venus
 5   15  26    23  56  52   Mars
 6   55  30    23  2   59   Jupiter
 4   54  25    21  13  51   Saturn
 22  4   5    -12  38  27   Uranus
 20  53  35   -17  23  45   Neptune
 17  7   32   -12  40  5    Pluto
